AvgSpeed,Cool,Depart,Depth,DewPoint,Heat,ResultDir,ResultSpeed,SeaLevel,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb,Year,Month,Day
4.15,0.0,-2.0,0.0,30.0,20.0,23.0,3.45,30.525,1.5,29.825,619.0,1651.0,45.0,56.0,34.0,39.0,2007,10,28
9.85,0.0,3.0,0.0,32.0,15.0,22.0,9.65,30.405,1.5,29.665,620.0,1650.0,50.0,60.5,39.0,42.0,2007,10,29
11.7,0.0,8.0,0.0,37.5,11.0,20.0,11.5,30.21,1.5,29.47,622.0,1649.0,54.0,66.0,41.5,46.0,2007,10,30
14.65,0.0,6.0,0.0,37.5,12.5,25.0,12.2,30.025,1.5,29.33,623.0,1647.0,52.5,62.5,42.0,46.0,2007,10,31
10.95,0.0,8.0,0.0,51.0,4.0,16.5,10.2,29.67,1.5,28.98,448.0,1849.0,61.0,73.5,48.0,56.5,2008,5,1
14.05,0.0,9.0,0.0,55.5,1.0,19.5,12.85,29.525,1.5,28.82,447.0,1850.0,64.0,74.0,53.0,59.0,2008,5,2
12.7,0.0,-4.0,0.0,41.5,15.0,25.0,10.8,29.69,1.5,29.045,446.0,1851.0,50.0,56.0,43.5,46.0,2008,5,3
5.95,0.0,-2.0,0.0,33.5,12.5,23.5,5.35,30.02,1.5,29.345,444.0,1852.0,52.5,65.5,38.5,45.0,2008,5,4
6.6,0.0,8.0,0.0,38.0,2.5,24.5,4.05,29.99,1.5,29.305,443.0,1853.0,62.5,74.5,50.0,50.0,2008,5,5
7.95,1.0,9.0,0.0,43.5,0.5,22.0,6.6,29.88,1.5,29.195,442.0,1855.0,65.5,81.5,49.0,55.0,2008,5,6
11.7,0.0,5.0,0.0,52.5,4.5,22.5,2.7,29.69,1.5,29.0,441.0,1856.0,60.5,70.5,49.5,56.0,2008,5,7
13.8,0.0,-4.0,0.0,35.5,12.5,5.0,13.25,29.815,1.5,29.11,439.0,1857.0,52.5,59.0,46.0,44.5,2008,5,8
6.95,0.0,-6.0,0.0,34.5,15.0,3.0,6.4,29.85,1.5,29.175,438.0,1858.0,50.0,58.0,41.5,43.5,2008,5,9
6.45,0.0,-6.0,0.0,38.0,14.5,7.5,5.95,29.845,1.5,29.115,437.0,1859.0,50.5,61.0,39.5,45.5,2008,5,10
17.75,0.0,-5.0,0.0,43.5,12.0,2.0,14.4,29.54,1.5,28.87,436.0,1860.0,53.0,59.0,46.5,47.5,2008,5,11
7.7,0.0,-9.0,0.0,38.5,17.5,6.5,5.0,29.96,1.5,29.29,435.0,1901.0,47.5,54.5,40.5,43.0,2008,5,12
15.15,0.0,-1.0,0.0,45.0,7.0,18.0,14.6,29.94,1.5,29.24,434.0,1902.0,58.0,73.0,42.5,51.5,2008,5,13
9.25,0.0,-3.0,0.0,48.5,10.5,23.0,2.25,29.89,1.5,29.22,433.0,1903.0,54.5,62.5,45.5,52.0,2008,5,14
8.0,0.0,-8.0,0.0,37.0,15.0,5.0,7.15,30.05,1.5,29.355,432.0,1904.0,50.0,57.0,43.0,45.0,2008,5,15
9.1,0.0,-2.0,0.0,41.0,8.0,25.0,8.6,29.86,1.5,29.13,431.0,1905.0,57.0,72.5,40.5,50.0,2008,5,16
14.4,0.0,4.0,0.0,41.0,2.5,29.5,12.05,29.61,1.5,28.905,430.0,1906.0,62.5,73.0,51.0,52.0,2008,5,17
8.05,0.0,-10.0,0.0,39.5,15.0,34.5,2.55,29.635,1.5,28.955,429.0,1907.0,50.0,55.0,44.5,45.5,2008,5,18
5.95,0.0,-10.0,0.0,33.5,14.5,7.0,4.15,29.69,1.5,28.99,428.0,1908.0,50.5,59.5,41.0,43.5,2008,5,19
8.45,0.0,-4.0,0.0,37.0,8.0,30.5,7.1,29.66,1.5,28.97,427.0,1909.0,57.0,65.0,48.0,47.0,2008,5,20
9.0,0.0,-7.0,0.0,36.0,10.5,32.5,7.0,29.7,1.5,29.025,426.0,1910.0,54.5,65.5,43.0,46.0,2008,5,21
10.5,0.0,-9.0,0.0,38.0,13.0,5.0,9.65,29.935,1.5,29.265,425.0,1911.0,52.0,57.5,46.0,45.0,2008,5,22
10.8,0.0,-9.0,0.0,39.5,12.0,3.0,10.55,30.115,1.5,29.44,425.0,1912.0,53.0,58.0,47.0,45.5,2008,5,23
7.9,0.0,-8.0,0.0,39.0,10.0,7.0,7.15,30.175,1.5,29.475,424.0,1913.0,55.0,67.5,42.0,48.0,2008,5,24
12.15,0.0,-1.0,0.0,49.0,2.0,17.5,10.7,29.93,1.5,29.22,423.0,1914.0,63.0,78.0,47.5,57.0,2008,5,25
11.9,2.0,2.0,0.0,60.0,0.5,24.5,6.75,29.805,1.5,29.14,422.0,1915.0,66.5,82.5,50.0,64.5,2008,5,26
18.35,0.0,-16.0,0.0,35.5,17.5,2.5,18.6,30.185,1.5,29.52,422.0,1916.0,47.5,51.5,43.5,42.5,2008,5,27
8.6,0.0,-10.0,0.0,33.5,12.0,6.5,8.0,30.335,1.5,29.63,421.0,1916.0,53.0,61.5,44.0,43.5,2008,5,28
4.0,0.0,-9.0,0.0,37.5,9.0,10.5,2.85,30.165,1.5,29.425,421.0,1917.0,56.0,67.5,43.5,47.5,2008,5,29
10.55,2.0,2.0,0.0,59.5,0.0,20.5,8.9,29.79,1.5,29.06,420.0,1918.0,67.0,77.0,56.5,62.5,2008,5,30
12.1,4.5,5.0,0.0,56.0,0.0,28.0,10.95,29.795,1.5,29.125,420.0,1919.0,69.5,79.0,59.5,62.0,2008,5,31
5.65,0.0,0.0,0.0,46.5,1.0,9.0,5.1,29.945,1.5,29.26,419.0,1920.0,64.0,72.5,54.5,55.0,2008,6,1
5.25,7.0,7.0,0.0,52.5,0.0,10.5,1.8,29.88,1.5,29.185,419.0,1920.0,72.0,85.5,58.5,60.5,2008,6,2
7.95,0.5,-2.0,0.0,56.5,1.5,3.5,6.25,29.68,1.5,28.995,418.0,1921.0,64.0,71.5,56.0,58.5,2008,6,3
4.75,2.5,2.0,0.0,60.0,0.0,4.5,3.8,29.61,1.5,28.925,418.0,1922.0,67.5,78.0,56.5,62.5,2008,6,4
13.9,11.0,9.0,0.0,68.5,0.0,20.0,12.35,29.695,1.5,29.03,417.0,1923.0,76.0,87.5,64.0,71.5,2008,6,5
20.5,15.0,14.0,0.0,68.5,0.0,20.0,20.15,29.755,1.5,29.105,417.0,1923.0,80.0,86.5,73.0,72.0,2008,6,6
12.8,12.5,11.0,0.0,71.0,0.0,19.0,12.15,29.855,1.5,29.195,417.0,1924.0,77.5,84.5,70.5,73.0,2008,6,7
11.85,10.5,9.0,0.0,68.5,0.0,18.5,5.35,29.805,1.5,29.145,417.0,1925.0,75.5,86.0,64.5,70.5,2008,6,8
8.25,5.0,4.0,0.0,64.0,0.0,22.5,6.4,29.81,1.5,29.135,416.0,1925.0,70.0,74.0,65.0,66.0,2008,6,9
10.0,4.5,2.0,0.0,56.0,0.0,25.0,9.05,29.885,1.5,29.215,416.0,1926.0,69.5,79.5,59.5,62.0,2008,6,10
10.2,10.0,7.0,0.0,55.5,0.0,18.0,9.15,29.98,1.5,29.31,416.0,1926.0,75.0,86.0,63.5,64.0,2008,6,11
15.7,17.0,14.0,0.0,63.0,0.0,18.0,15.45,29.895,1.5,29.23,416.0,1927.0,82.0,91.0,73.0,69.5,2008,6,12
10.35,9.0,6.0,0.0,62.5,0.0,22.5,9.25,29.915,1.5,29.245,416.0,1927.0,74.0,82.0,65.5,66.0,2008,6,13
9.05,7.5,4.0,0.0,52.5,0.0,24.0,8.5,29.93,1.5,29.26,416.0,1928.0,72.5,84.0,60.0,61.5,2008,6,14
9.75,6.0,3.0,0.0,60.0,0.0,24.0,8.25,29.835,1.5,29.19,416.0,1928.0,71.0,81.5,60.5,64.0,2008,6,15
11.35,1.5,-3.0,0.0,49.0,0.0,31.0,10.75,29.9,1.5,29.225,416.0,1929.0,66.5,73.0,59.5,57.0,2008,6,16
11.0,1.0,-3.0,0.0,46.0,0.0,30.0,10.45,29.965,1.5,29.29,416.0,1929.0,66.0,76.0,55.5,55.0,2008,6,17
7.4,2.0,-3.0,0.0,48.5,0.0,4.0,4.9,29.915,1.5,29.235,416.0,1929.0,67.0,76.0,57.0,56.0,2008,6,18
5.25,2.5,-3.0,0.0,46.5,0.0,19.5,1.65,29.925,1.5,29.24,416.0,1930.0,67.5,80.5,53.5,56.5,2008,6,19
7.55,6.0,0.0,0.0,52.5,0.0,22.5,6.6,29.955,1.5,29.275,416.0,1930.0,71.0,82.5,59.0,59.5,2008,6,20
7.35,7.5,2.0,0.0,52.5,0.0,29.0,6.35,29.94,1.5,29.265,416.0,1930.0,72.5,82.5,61.5,61.0,2008,6,21
4.75,5.5,0.0,0.0,52.5,0.0,32.5,2.2,29.88,1.5,29.205,417.0,1931.0,70.5,81.5,59.0,59.5,2008,6,22
6.4,2.0,-3.0,0.0,54.0,0.0,3.5,3.85,30.035,1.5,29.355,417.0,1931.0,67.0,76.5,56.5,59.0,2008,6,23
5.6,4.5,-2.0,0.0,52.5,0.0,18.0,4.7,30.14,1.5,29.465,417.0,1931.0,69.5,82.0,56.0,60.0,2008,6,24
8.9,8.0,2.0,0.0,64.5,0.0,21.5,7.75,29.985,1.5,29.31,417.0,1931.0,73.0,79.0,66.5,67.5,2008,6,25
7.55,13.5,7.0,0.0,66.5,0.0,25.5,6.55,29.85,1.5,29.18,418.0,1931.0,78.5,86.5,70.5,70.5,2008,6,26
8.25,11.0,4.0,0.0,67.0,0.0,21.5,7.5,29.75,1.5,29.08,418.0,1931.0,76.0,84.5,67.5,70.0,2008,6,27
13.85,9.5,3.0,0.0,55.0,0.0,25.5,12.7,29.685,1.5,29.015,419.0,1931.0,74.5,83.5,65.0,63.0,2008,6,28
9.9,3.5,-3.0,0.0,58.0,0.0,30.5,7.6,29.76,1.5,29.105,419.0,1931.0,68.5,76.0,60.5,61.0,2008,6,29
9.35,5.0,-2.0,0.0,49.5,0.0,34.5,5.75,29.97,1.5,29.31,419.0,1931.0,70.0,80.5,59.0,58.0,2008,6,30
8.15,6.0,-1.0,0.0,50.5,0.0,23.5,8.15,29.96,1.5,29.27,420.0,1931.0,71.0,83.5,57.5,60.0,2008,7,1
12.45,10.5,3.0,0.0,62.0,0.0,23.5,8.05,29.785,1.5,29.115,420.0,1931.0,75.5,88.0,63.0,66.5,2008,7,2
12.75,0.0,-9.0,0.0,51.0,1.0,3.0,12.45,30.025,1.5,29.365,421.0,1931.0,64.0,71.0,57.0,57.0,2008,7,3
7.05,1.0,-8.0,0.0,50.0,0.5,5.5,6.25,30.055,1.5,29.375,422.0,1930.0,65.5,75.5,55.0,57.5,2008,7,4
6.35,2.5,-5.0,0.0,52.0,0.0,8.5,4.65,30.02,1.5,29.335,422.0,1930.0,67.5,79.5,55.5,59.5,2008,7,5
9.15,9.5,1.0,0.0,57.5,0.0,19.0,8.8,29.93,1.5,29.245,423.0,1930.0,74.5,87.5,61.0,65.0,2008,7,6
11.65,15.0,7.0,0.0,67.5,0.0,21.5,10.85,29.865,1.5,29.185,423.0,1930.0,80.0,87.0,72.5,71.0,2008,7,7
8.7,13.0,5.0,0.0,67.5,0.0,25.0,7.6,29.805,1.5,29.13,424.0,1929.0,72.0,85.5,58.0,71.0,2008,7,8
9.7,11.0,3.0,0.0,55.0,0.0,31.5,8.8,29.945,1.5,29.285,425.0,1929.0,76.0,85.0,67.0,63.5,2008,7,9
8.9,8.5,0.0,0.0,62.5,0.0,23.0,8.3,29.98,1.5,29.295,425.0,1929.0,73.5,83.0,64.0,66.5,2008,7,10
7.95,11.5,3.0,0.0,65.0,0.0,19.5,4.45,29.96,1.5,29.265,426.0,1928.0,76.5,88.5,64.0,69.0,2008,7,11
10.65,9.0,0.0,0.0,63.5,0.0,26.0,8.05,29.88,1.5,29.22,427.0,1928.0,74.0,82.0,65.5,66.5,2008,7,12
13.1,5.5,-2.0,0.0,53.5,0.0,27.0,12.85,29.835,1.5,29.15,428.0,1927.0,70.5,79.0,61.5,61.0,2008,7,13
7.45,8.0,0.0,0.0,54.0,0.0,29.0,3.2,29.91,1.5,29.25,428.0,1927.0,73.0,84.0,62.0,62.0,2008,7,14
7.85,12.5,2.0,0.0,62.5,0.0,22.5,7.3,29.99,1.5,29.33,429.0,1926.0,77.5,90.5,64.0,68.5,2008,7,15
7.3,16.5,7.0,0.0,66.5,0.0,22.0,5.1,30.08,1.5,29.415,430.0,1925.0,81.5,90.5,72.0,70.5,2008,7,16
9.15,16.0,6.0,0.0,66.0,0.0,22.0,8.75,30.04,1.5,29.36,431.0,1925.0,81.0,89.5,72.5,71.0,2008,7,17
6.8,16.0,6.0,0.0,67.5,0.0,22.5,4.7,29.945,1.5,29.27,432.0,1924.0,81.0,88.5,73.5,71.5,2008,7,18
5.85,9.0,-1.0,0.0,69.0,0.0,28.0,1.55,29.9,1.5,29.215,433.0,1923.0,74.0,79.0,68.5,70.0,2008,7,19
6.35,12.0,3.0,0.0,68.0,0.0,26.0,5.3,29.9,1.5,29.225,433.0,1923.0,77.0,86.0,68.0,71.0,2008,7,20
7.7,11.5,2.0,0.0,65.5,0.0,2.5,2.85,29.91,1.5,29.235,434.0,1922.0,76.5,83.5,69.0,68.5,2008,7,21
9.0,5.5,-4.0,0.0,60.0,0.0,3.0,8.4,29.99,1.5,29.335,435.0,1921.0,70.5,76.0,64.5,64.0,2008,7,22
8.9,6.0,-3.0,0.0,52.0,0.0,19.0,7.95,30.09,1.5,29.415,436.0,1920.0,71.0,81.0,60.0,60.5,2008,7,23
4.55,6.0,-3.0,0.0,52.5,0.0,24.0,4.1,30.045,1.5,29.36,437.0,1919.0,71.0,82.0,59.5,61.0,2008,7,24
7.25,8.5,-2.0,0.0,63.0,0.0,22.5,6.15,29.985,1.5,29.295,438.0,1918.0,73.5,83.0,63.0,67.0,2008,7,25
8.4,10.5,1.0,0.0,58.0,0.0,30.5,7.7,29.93,1.5,29.25,439.0,1918.0,75.5,84.5,66.0,65.5,2008,7,26
6.75,8.0,-1.0,0.0,58.0,0.0,24.0,5.9,29.88,1.5,29.19,440.0,1917.0,73.0,83.0,62.5,64.5,2008,7,27
6.25,11.5,2.0,0.0,63.0,0.0,8.5,4.2,29.86,1.5,29.185,441.0,1916.0,76.5,84.5,68.0,67.5,2008,7,28
7.9,13.5,3.0,0.0,67.0,0.0,20.0,6.15,29.84,1.5,29.175,442.0,1915.0,78.5,88.5,67.5,70.5,2008,7,29
9.15,16.0,7.0,0.0,66.0,0.0,27.0,8.3,29.74,1.5,29.07,443.0,1914.0,81.0,89.5,72.0,70.5,2008,7,30
6.35,15.5,7.0,0.0,68.0,0.0,27.0,5.25,29.75,1.5,29.085,444.0,1913.0,80.5,89.0,71.5,71.0,2008,7,31
4.65,15.0,6.0,0.0,68.5,0.0,18.5,2.5,29.78,1.5,29.115,445.0,1911.0,80.0,89.0,70.0,72.5,2008,8,1
9.2,8.5,0.0,0.0,59.5,0.0,3.0,8.5,29.915,1.5,29.26,446.0,1910.0,73.5,80.5,66.5,65.0,2008,8,2
6.25,8.5,0.0,0.0,61.0,0.0,18.5,5.25,29.95,1.5,29.27,447.0,1909.0,73.5,84.5,62.0,66.5,2008,8,3
9.05,14.0,6.0,0.0,68.5,0.0,18.5,3.0,29.895,1.5,29.21,448.0,1908.0,79.0,87.5,69.5,70.5,2008,8,4
6.85,14.0,5.0,0.0,68.0,0.0,31.0,4.55,29.92,1.5,29.27,449.0,1907.0,79.0,87.5,70.0,71.5,2008,8,5
7.5,11.0,3.0,0.0,60.0,0.0,29.5,6.1,29.99,1.5,29.32,450.0,1906.0,76.0,84.0,67.0,66.0,2008,8,6
9.25,7.5,0.0,0.0,56.5,0.0,34.5,7.45,29.97,1.5,29.285,451.0,1904.0,72.5,81.5,63.5,63.0,2008,8,7
7.05,6.0,-2.0,0.0,54.0,0.0,1.5,4.0,30.0,1.5,29.315,452.0,1903.0,71.0,78.5,63.5,61.0,2008,8,8
9.3,5.5,-2.0,0.0,58.0,0.0,29.5,3.2,29.915,1.5,29.225,453.0,1902.0,70.5,79.0,61.5,62.5,2008,8,9
9.45,2.0,-7.0,0.0,52.5,0.0,2.0,9.3,30.01,1.5,29.335,454.0,1900.0,67.0,74.0,59.5,58.5,2008,8,10
6.2,3.0,-5.0,0.0,57.0,0.0,5.0,3.7,30.015,1.5,29.33,455.0,1859.0,68.0,76.5,59.5,61.5,2008,8,11
3.9,4.5,-4.0,0.0,57.0,0.0,10.0,3.3,29.895,1.5,29.2,456.0,1858.0,69.5,77.0,61.5,62.0,2008,8,12
4.9,7.5,0.0,0.0,59.0,0.0,7.5,3.05,29.83,1.5,29.14,457.0,1856.0,72.5,78.0,66.0,63.0,2008,8,13
8.15,6.5,-1.0,0.0,60.0,0.0,3.0,7.5,29.92,1.5,29.255,458.0,1855.0,71.5,78.5,64.0,64.0,2008,8,14
8.5,5.0,-2.0,0.0,54.5,0.0,3.5,7.2,30.12,1.5,29.465,459.0,1854.0,70.0,78.0,61.0,61.0,2008,8,15
6.45,6.0,-1.0,0.0,53.0,0.0,29.0,5.6,30.12,1.5,29.43,500.0,1852.0,71.0,82.5,58.5,61.0,2008,8,16
8.4,9.0,2.0,0.0,59.5,0.0,25.5,8.2,30.005,1.5,29.31,501.0,1851.0,74.0,84.5,63.0,65.0,2008,8,17
7.2,10.0,3.0,0.0,57.5,0.0,26.5,6.9,29.975,1.5,29.295,502.0,1849.0,75.0,85.0,65.0,64.5,2008,8,18
6.35,9.0,2.0,0.0,64.0,0.0,4.5,5.4,30.065,1.5,29.4,503.0,1848.0,74.0,83.0,64.0,67.5,2008,8,19
7.55,8.5,2.0,0.0,59.5,0.0,9.5,6.65,30.11,1.5,29.43,504.0,1846.0,73.5,81.0,66.0,65.0,2008,8,20
8.05,10.5,4.0,0.0,60.5,0.0,14.5,6.5,30.025,1.5,29.335,505.0,1845.0,75.5,82.0,68.5,66.0,2008,8,21
12.15,14.0,7.0,0.0,68.5,0.0,19.0,11.9,30.025,1.5,29.355,506.0,1843.0,79.0,83.5,73.5,71.5,2008,8,22
9.5,14.0,7.0,0.0,67.0,0.0,24.5,7.95,30.01,1.5,29.335,508.0,1842.0,79.0,88.5,68.5,70.5,2008,8,23
9.85,6.0,-1.0,0.0,57.0,0.0,3.0,8.2,30.04,1.5,29.36,509.0,1840.0,71.0,77.5,64.0,62.5,2008,8,24
12.25,4.5,-1.0,0.0,55.0,0.0,5.0,11.9,30.07,1.5,29.385,510.0,1839.0,69.5,74.0,65.0,60.5,2008,8,25
8.95,3.5,-1.0,0.0,54.5,0.0,7.0,7.8,30.02,1.5,29.315,511.0,1837.0,68.5,75.5,61.0,60.5,2008,8,26
5.3,6.5,2.0,0.0,56.5,0.0,8.0,4.4,29.92,1.5,29.225,512.0,1835.0,71.5,82.5,60.5,63.0,2008,8,27
6.6,8.0,2.0,0.0,64.5,0.0,19.0,5.7,29.81,1.5,29.125,513.0,1834.0,73.0,80.5,65.0,67.5,2008,8,28
6.3,10.5,5.0,0.0,59.5,0.0,18.5,3.55,29.92,1.5,29.265,514.0,1832.0,75.5,84.5,65.5,65.5,2008,8,29
3.5,8.0,2.0,0.0,55.0,0.0,23.5,2.3,30.08,1.5,29.415,515.0,1831.0,73.0,87.0,58.5,63.0,2008,8,30
5.3,11.0,6.0,0.0,56.5,0.0,12.5,4.8,30.12,1.5,29.44,516.0,1829.0,76.0,89.5,62.5,64.5,2008,8,31
7.8,12.0,8.0,0.0,54.0,0.0,13.0,7.35,30.08,1.5,29.395,517.0,1827.0,77.0,89.5,64.5,63.5,2008,9,1
4.45,16.0,12.0,0.0,61.0,0.0,19.0,3.0,30.01,1.5,29.335,518.0,1826.0,81.0,94.5,66.5,68.0,2008,9,2
11.25,7.5,4.0,0.0,61.0,0.0,1.0,10.5,30.005,1.5,29.325,519.0,1824.0,72.5,77.0,67.0,64.5,2008,9,3
12.3,0.5,-4.0,0.0,62.0,0.5,3.0,11.4,29.81,1.5,29.105,520.0,1822.0,65.0,67.5,62.0,63.0,2008,9,4
5.8,0.0,-3.0,0.0,57.0,1.5,33.0,5.1,29.925,1.5,29.25,521.0,1821.0,63.5,69.0,57.5,59.5,2008,9,5
5.4,0.0,-3.0,0.0,54.0,0.5,27.5,5.0,29.98,1.5,29.31,522.0,1819.0,64.5,74.0,54.5,58.5,2008,9,6
7.0,0.5,-2.0,0.0,51.5,0.0,26.0,6.7,30.055,1.5,29.38,523.0,1817.0,65.5,74.0,56.5,57.5,2008,9,7
6.55,0.0,-6.0,0.0,53.0,4.0,33.5,4.75,30.105,1.5,29.43,524.0,1815.0,61.0,68.5,52.5,55.5,2008,9,8
6.15,0.0,-7.0,0.0,45.5,6.0,36.0,3.5,30.17,1.5,29.48,525.0,1814.0,59.0,68.5,49.0,52.0,2008,9,9
5.0,0.0,-6.0,0.0,47.5,4.5,14.0,4.15,30.205,1.5,29.505,526.0,1812.0,60.5,72.0,49.0,54.0,2008,9,10
9.6,2.5,2.0,0.0,57.0,0.0,18.0,8.75,30.075,1.5,29.365,527.0,1810.0,67.5,79.0,56.0,61.5,2008,9,11
6.95,6.0,6.0,0.0,67.5,0.0,22.5,6.3,29.955,1.5,29.25,528.0,1809.0,71.0,73.0,69.0,68.5,2008,9,12
9.4,7.5,7.0,0.0,70.0,0.0,21.5,6.8,29.705,1.5,29.005,529.0,1807.0,72.5,76.0,68.5,71.0,2008,9,13
10.0,0.0,1.0,0.0,61.5,0.0,31.5,7.45,29.665,1.5,28.99,530.0,1805.0,65.0,72.0,58.0,62.5,2008,9,14
6.2,0.0,-6.0,0.0,52.0,6.0,33.5,5.8,30.095,1.5,29.44,531.0,1803.0,59.0,64.0,54.0,55.5,2008,9,15
6.0,0.0,-4.0,0.0,50.0,4.5,23.5,5.3,30.185,1.5,29.495,532.0,1760.0,60.5,71.0,49.5,55.0,2008,9,16
7.55,5.5,6.0,0.0,56.0,0.0,28.5,2.15,30.175,1.5,29.49,533.0,1758.0,70.5,82.5,57.5,60.5,2008,9,17
7.55,1.5,1.0,0.0,55.5,0.0,9.0,6.65,30.275,1.5,29.59,535.0,1756.0,66.5,74.0,59.0,60.0,2008,9,18
6.4,2.5,3.0,0.0,53.5,0.0,18.5,5.95,30.195,1.5,29.495,536.0,1755.0,67.5,78.0,56.0,59.5,2008,9,19
3.0,5.0,7.0,0.0,56.5,0.0,14.0,2.0,30.165,1.5,29.485,537.0,1753.0,70.0,82.0,57.5,61.5,2008,9,20
3.9,4.5,7.0,0.0,61.0,0.0,7.0,3.4,30.25,1.5,29.575,538.0,1751.0,69.5,80.0,59.0,64.5,2008,9,21
7.65,7.0,9.0,0.0,59.0,0.0,11.5,6.8,30.305,1.5,29.62,539.0,1749.0,72.0,81.5,62.0,64.0,2008,9,22
7.65,7.0,10.0,0.0,56.5,0.0,15.0,6.8,30.285,1.5,29.59,540.0,1748.0,72.0,82.5,61.0,62.5,2008,9,23
4.75,6.0,9.0,0.0,58.0,0.0,22.0,2.65,30.26,1.5,29.57,541.0,1746.0,71.0,82.0,59.5,63.0,2008,9,24
6.75,6.0,9.0,0.0,61.0,0.0,4.0,6.15,30.26,1.5,29.565,542.0,1744.0,71.0,77.5,64.5,64.5,2008,9,25
4.45,4.0,9.0,0.0,54.5,0.0,6.0,3.25,30.15,1.5,29.445,543.0,1742.0,69.0,78.5,59.5,60.5,2008,9,26
2.9,2.5,7.0,0.0,54.0,0.0,5.0,1.3,30.05,1.5,29.36,544.0,1741.0,67.5,80.5,54.0,60.0,2008,9,27
7.6,0.0,4.0,0.0,57.0,1.0,4.0,7.25,30.12,1.5,29.435,545.0,1739.0,64.0,68.5,58.5,60.0,2008,9,28
4.6,0.0,0.0,0.0,56.0,5.0,33.0,2.55,29.995,1.5,29.285,546.0,1737.0,60.0,64.5,55.0,58.0,2008,9,29
10.5,0.0,-5.0,0.0,44.5,10.5,31.0,10.35,29.945,1.5,29.24,547.0,1735.0,54.5,60.0,48.0,49.5,2008,9,30
11.05,0.0,-4.0,0.0,40.5,11.0,33.0,11.05,29.965,1.5,29.27,548.0,1734.0,54.0,61.5,46.0,47.0,2008,10,1
9.65,0.0,-6.0,0.0,40.0,12.5,28.0,9.1,29.915,1.5,29.21,549.0,1732.0,52.5,61.5,42.5,47.0,2008,10,2
8.0,0.0,-5.0,0.0,42.5,12.0,4.5,6.25,30.045,1.5,29.37,550.0,1730.0,53.0,59.5,46.5,48.0,2008,10,3
4.35,0.0,-7.0,0.0,38.5,14.5,11.0,3.15,30.23,1.5,29.54,552.0,1729.0,50.5,60.5,40.0,45.5,2008,10,4
6.9,0.0,-6.0,0.0,42.0,12.5,11.0,6.05,30.245,1.5,29.54,553.0,1727.0,52.5,61.0,43.5,48.5,2008,10,5
9.9,0.0,6.0,0.0,46.5,2.5,11.5,9.7,30.23,1.5,29.52,554.0,1725.0,62.5,69.5,55.0,54.0,2008,10,6
11.1,0.0,4.0,0.0,52.0,4.5,13.5,9.9,30.01,1.5,29.275,555.0,1724.0,60.5,64.0,56.0,56.0,2008,10,7
8.2,0.0,1.0,0.0,51.5,7.5,26.0,7.45,29.855,1.5,29.165,556.0,1722.0,57.5,63.5,51.0,54.5,2008,10,8
5.3,0.0,3.0,0.0,38.5,6.5,29.0,4.7,30.05,1.5,29.385,557.0,1720.0,58.5,69.0,47.5,49.0,2008,10,9
6.4,0.0,2.0,0.0,41.5,6.5,11.0,5.05,30.175,1.5,29.495,558.0,1719.0,58.5,72.5,44.0,50.5,2008,10,10
5.0,1.5,11.0,0.0,50.0,0.0,14.0,4.05,30.24,1.5,29.55,559.0,1717.0,66.5,79.5,53.0,57.0,2008,10,11
5.7,7.5,17.0,0.0,55.0,0.0,15.5,5.05,30.265,1.5,29.58,600.0,1715.0,72.5,85.0,59.5,61.5,2008,10,12
8.4,5.5,16.0,0.0,57.5,0.0,20.0,8.0,30.205,1.5,29.505,602.0,1714.0,70.5,78.0,62.5,63.0,2008,10,13
7.0,0.0,8.0,0.0,43.0,3.0,32.0,1.75,30.215,1.5,29.515,603.0,1712.0,62.0,69.5,54.0,51.5,2008,10,14
6.55,0.0,2.0,0.0,50.5,9.0,32.0,3.9,30.055,1.5,29.365,604.0,1711.0,56.0,63.5,48.5,53.5,2008,10,15
7.75,0.0,-1.0,0.0,38.5,13.5,35.0,6.4,30.245,1.5,29.545,605.0,1709.0,51.5,59.0,43.5,44.5,2008,10,16
7.2,0.0,-2.0,0.0,39.5,15.0,36.0,6.0,30.255,1.5,29.56,606.0,1707.0,50.0,56.5,43.5,45.0,2008,10,17
5.7,0.0,1.0,0.0,40.5,12.5,7.0,2.25,30.32,1.5,29.615,607.0,1706.0,52.5,60.0,44.5,46.0,2008,10,18
11.65,0.0,0.0,0.0,37.0,13.0,19.0,11.3,30.245,1.5,29.53,608.0,1704.0,52.0,62.0,42.0,45.5,2008,10,19
7.5,0.0,-1.0,0.0,42.5,15.5,31.0,3.6,30.21,1.5,29.51,610.0,1703.0,49.5,55.5,43.5,46.5,2008,10,20
8.95,0.0,-3.0,0.0,36.0,18.0,2.5,6.9,30.37,1.5,29.67,611.0,1701.0,47.0,55.0,38.5,42.5,2008,10,21
12.85,0.0,-6.0,0.0,29.5,19.5,12.0,12.05,30.395,1.5,29.68,612.0,1660.0,45.5,53.0,37.5,40.0,2008,10,22
11.3,0.0,1.0,0.0,35.0,15.0,12.0,11.05,30.27,1.5,29.53,613.0,1658.0,50.0,59.0,40.5,43.5,2008,10,23
6.5,0.0,0.0,0.0,44.0,15.0,19.5,5.45,29.965,1.5,29.215,614.0,1657.0,50.0,55.0,44.5,47.0,2008,10,24
